"","Price","Surface","Building_type","District","Rent","Number_of_rooms","Condition"
"1769",917450,65.15,"blok mieszkalny","Klecina",670,4,"do wykończenia"
"1770",665000,43,"apartamentowiec","Partynice",650,2,"bardzo dobry"
"1771",620000,57.6,"kamienica","Ołbin",800,2,"do remontu"
"1772",510000,42.2,"blok mieszkalny","Lipa Piotrowska",400,2,"do wykończenia"
"1773",540125,28.55,"blok mieszkalny","Kleczków",400,1,"do wykończenia"
"1774",1138000,68.9,"apartamentowiec","Stare Miasto",1200,2,"bardzo dobry"
"1775",793343,46.32,"apartamentowiec","Szczepin",555,2,"do wykończenia"
"1776",719000,55.2,"blok mieszkalny","Huby",814,2,"bardzo dobry"
"1777",1187175,91.3,"blok mieszkalny","Partynice",700,5,"do wykończenia"
"1778",746826,73.29,"blok mieszkalny","Jagodno",876,4,"do wykończenia"
"1779",599000,50,"blok mieszkalny","Borek",630,2,"do odświeżenia"
"1780",544800,34.05,"apartamentowiec","Grabiszyn",13,2,"do wykończenia"
"1781",555598,33.12,"apartamentowiec","Klecina",330,2,"do wykończenia"
"1782",535936,41.3,"blok mieszkalny","Księże",350,2,"do wykończenia"
"1783",595000,49.44,"blok mieszkalny","Nowy Dwór",580,2,"dobry"
"1784",569000,47.7,"blok mieszkalny","Psie Pole",700,2,"do odświeżenia"
"1785",995000,55.92,"blok mieszkalny","Stare Miasto",700,3,"bardzo dobry"
"1786",569000,43.23,"apartamentowiec","Kleczków",650,2,"wysoki standard"
"1787",559000,55.22,"kamienica","Księże",615,4,"do odświeżenia"
"1788",580000,50,"blok mieszkalny","Psie Pole",480,2,"do wykończenia"
"1789",690000,63,"blok mieszkalny","Psie Pole",600,3,"dobry"
"1790",749674,45.95,"blok mieszkalny","Stare Miasto",600,2,"bardzo dobry"
"1791",929000,140.1,"blok mieszkalny","Lipa Piotrowska",900,4,"do wykończenia"
"1792",389000,25.7,"blok mieszkalny","Grabiszyn",650,1,"do remontu"
"1793",460000,58.89,"kamienica","Brochów",300,2,"do remontu"
"1794",660000,48.54,"blok mieszkalny","Ołbin",850,3,"wysoki standard"
"1795",1225000,82.27,"blok mieszkalny","Kleczków",830,4,"do wykończenia"
"1796",562340,51.97,"blok mieszkalny","Poświętne",590,2,"do wykończenia"
"1797",619000,38.57,"apartamentowiec","Przedmieście Oławskie",650,1,"dobry"
"1798",635000,45,"kamienica","Sępolno",312,2,"bardzo dobry"
"1799",442260,28.35,"blok mieszkalny","Muchobór Mały",450,1,"do wykończenia"
"1800",619000,45.39,"blok mieszkalny","Sołtysowice",450,2,"do wykończenia"
"1801",499000,33,"apartamentowiec","Krzyki",560,1,"wysoki standard"
"1802",750000,32.19,"apartamentowiec","Przedmieście Oławskie",600,1,"wysoki standard"
"1803",820000,68.4,"apartamentowiec","Jagodno",650,3,"bardzo dobry"
"1804",650000,56,"blok mieszkalny","Szczepin",800,3,"do remontu"
"1805",645000,62.72,"blok mieszkalny","Grabiszyn",825,3,"do remontu"
"1806",932484,52.86,"apartamentowiec","Stare Miasto",500,3,"do wykończenia"
"1807",589000,34.18,"blok mieszkalny","Gądów",476,2,"wysoki standard"
"1808",771300,62.6,"blok mieszkalny","Księże",650,3,"do wykończenia"
"1809",729000,63.7,"blok mieszkalny","Partynice",500,3,"do odświeżenia"
"1810",647000,55,"blok mieszkalny","Krzyki",600,3,"do remontu"
"1811",636936,35.75,"blok mieszkalny","Kleczków",450,1,"do wykończenia"
"1812",706634,39.43,"blok mieszkalny","Kleczków",450,1,"do wykończenia"
"1813",349600,24.79,"blok mieszkalny","Kleczków",600,1,"bardzo dobry"
"1814",915378,51.21,"blok mieszkalny","Stare Miasto",650,2,"do wykończenia"
"1815",879000,62.71,"kamienica","Plac Grunwaldzki",700,2,"wysoki standard"
"1816",883242,76.01,"blok mieszkalny","Poświętne",600,3,"bardzo dobry"
"1817",649000,54,"blok mieszkalny","Gaj",645,2,"wysoki standard"
"1818",829000,55,"apartamentowiec","Stare Miasto",700,3,"wysoki standard"
"1819",926000,71.3,"blok mieszkalny","Ołbin",700,4,"do wykończenia"
"1820",538500,44.14,"blok mieszkalny","Księże",500,2,"do wykończenia"
"1821",899000,49.78,"apartamentowiec","Ołbin",650,3,"bardzo dobry"
"1822",799000,77,"dom wielorodzinny","Krzyki",650,4,"do remontu"
"1823",759000,50,"apartamentowiec","Stare Miasto",700,2,"wysoki standard"
"1824",1144000,88,"kamienica","Stare Miasto",700,3,"dobry"
"1825",750000,50.64,"blok mieszkalny","Krzyki",500,2,"do wykończenia"
"1826",671150,60.55,"blok mieszkalny","Jagodno",600,3,"do wykończenia"
"1827",937945,86.05,"apartamentowiec","Księże",400,3,"do wykończenia"
"1828",1349000,78.59,"kamienica","Plac Grunwaldzki",301,3,"bardzo dobry"
"1829",499000,27,"blok mieszkalny","Brochów",300,1,"bardzo dobry"
"1830",1226923,111.64,"blok mieszkalny","Różanka",10,4,"deweloperski"
"1831",5e+05,28.51,"apartamentowiec","Muchobór Mały",420,1,"nowe wykończone"
"1832",6e+05,38.43,"blok mieszkalny","Grabiszyn",400,2,"do wykończenia"
"1833",943250,34.65,"apartamentowiec","Stare Miasto",578,1,"do wykończenia"
"1834",510000,28.9,"blok mieszkalny","Różanka",275,1,"bardzo dobry"
"1835",563950,39.8,"blok mieszkalny","Księże",400,2,"do wykończenia"
"1836",590000,38,"apartamentowiec","Krzyki",550,2,"-"
"1837",650475,41.5,"blok mieszkalny","Kleczków",500,1,"do wykończenia"
"1838",945000,58.69,"apartamentowiec","Stare Miasto",854,3,"wysoki standard"
"1839",610000,60.1,"blok mieszkalny","Ołtaszyn",450,2,"wysoki standard"
"1840",670887,41.67,"blok mieszkalny","Borek",450,2,"do wykończenia"
"1841",777672,60,"apartamentowiec","Grabiszyn",660,3,"do wykończenia"
"1842",569000,36.12,"blok mieszkalny","Jagodno",450,2,"wysoki standard"
"1843",850000,45,"kamienica","Stare Miasto",750,2,"dobry"
"1844",6e+05,51.97,"blok mieszkalny","Poświętne",450,2,"do wykończenia"
"1845",620000,43.06,"blok mieszkalny","Stare Miasto",750,2,"wysoki standard"
"1846",1099000,79.98,"blok mieszkalny","Stare Miasto",900,4,"do wykończenia"
"1847",719000,67.1,"blok mieszkalny","Gądów",850,3,"do odświeżenia"
"1848",1790000,90,"apartamentowiec","Stare Miasto",2500,3,"wysoki standard"
"1849",870025,55.8,"blok mieszkalny","Krzyki",600,3,"do wykończenia"
"1850",756000,80,"blok mieszkalny","Gądów",806,4,"-"
"1851",719900,63,"blok mieszkalny","Psie Pole",700,4,"wysoki standard"
"1852",537000,30.5,"apartamentowiec","Krzyki",450,1,"deweloperski"
"1853",423374,28.51,"blok mieszkalny","Muchobór Mały",450,1,"do wykończenia"
"1854",1467439,81.46,"blok mieszkalny","Kleczków",800,4,"do wykończenia"
"1855",592700,60.18,"blok mieszkalny","Lipa Piotrowska",700,3,"do wykończenia"
"1856",612200,47,"blok mieszkalny","Księże",500,2,"do wykończenia"
"1857",422100,28.14,"blok mieszkalny","Muchobór Mały",300,1,"do wykończenia"
"1858",725000,58.1,"blok mieszkalny","Huby",800,2,"dobry"
"1859",530000,47.44,"kamienica","Grabiszyn",800,2,"wysoki standard"
"1860",687000,60,"blok mieszkalny","Karłowice",850,3,"bardzo dobry"
"1861",1144783,61.97,"blok mieszkalny","Stare Miasto",750,3,"bardzo dobry"
"1862",679000,62.2,"kamienica","Krzyki",500,2,"dobry"
"1863",849900,61.7,"apartamentowiec","Muchobór Wielki",600,3,"wysoki standard"
"1864",1363542,57.75,"blok mieszkalny","Stare Miasto",800,3,"do wykończenia"
"1865",393750,26.25,"blok mieszkalny","Muchobór Mały",300,1,"do wykończenia"
"1866",1617260,89.15,"apartamentowiec","Kleczków",890,5,"do wykończenia"
"1867",680000,49.3,"blok mieszkalny","Szczepin",650,3,"nowe wykończone"
"1868",1100000,67,"blok mieszkalny","Psie Pole",780,4,"do wykończenia"
"1869",976369,71.09,"blok mieszkalny","Kleczków",850,3,"do wykończenia"
"1870",625000,65,"blok mieszkalny","Gądów",1100,3,"do remontu"
"1871",710000,25,"apartamentowiec","Stare Miasto",600,1,"bardzo dobry"
"1872",591128,38.51,"apartamentowiec","Krzyki",380,2,"nowe wykończone"
"1873",725875,71.61,"blok mieszkalny","Maślice",700,2,"do wykończenia"
"1874",895500,65,"blok mieszkalny","Stare Miasto",950,3,"bardzo dobry"
"1875",846265,67.7,"blok mieszkalny","Księże",500,4,"do wykończenia"
"1876",1090000,43.63,"kamienica","Stare Miasto",1300,2,"wysoki standard"
"1877",715000,48.85,"blok mieszkalny","Krzyki",480,2,"do wykończenia"
"1878",550000,56,"kamienica","Plac Grunwaldzki",415,3,"-"
"1879",1850230,69.82,"apartamentowiec","Stare Miasto",1500,1,"do wykończenia"
"1880",1013790,68.16,"blok mieszkalny","Kleczków",680,4,"do wykończenia"
"1881",740000,40,"apartamentowiec","Przedmieście Oławskie",600,2,"dobry"
"1882",448000,29.9,"blok mieszkalny","Muchobór Wielki",300,1,"bardzo dobry"
"1883",1175000,78.9,"blok mieszkalny","Lipa Piotrowska",900,4,"wysoki standard"
"1884",1932595,107.74,"apartamentowiec","Kleczków",1070,5,"do wykończenia"
"1885",749999,47.77,"apartamentowiec","Poświętne",550,2,"wysoki standard"
"1886",1110000,98.31,"kamienica","Huby",320,3,"wysoki standard"
"1887",1369000,111,"blok mieszkalny","Sołtysowice",900,3,"nowe wykończone"
"1888",1520000,69.08,"apartamentowiec","Szczepin",600,3,"bardzo dobry"
"1889",869000,72.93,"blok mieszkalny","Sołtysowice",700,4,"do wykończenia"
"1890",642661,38.24,"apartamentowiec","Muchobór Mały",300,1,"do wykończenia"
"1891",689000,74.25,"blok mieszkalny","Stare Miasto",900,3,"do odświeżenia"
"1892",659000,63.8,"blok mieszkalny","Nowy Dwór",800,3,"do remontu"
"1893",618000,47.82,"apartamentowiec","Psie Pole",571,2,"bardzo dobry"
"1894",1350000,55,"apartamentowiec","Przedmieście Oławskie",600,2,"bardzo dobry"
"1895",555000,40.76,"blok mieszkalny","Psie Pole",570,2,"do odświeżenia"
"1896",645721,54.07,"blok mieszkalny","Poświętne",432,2,"do wykończenia"
"1897",639000,53.7,"blok mieszkalny","Gaj",520,2,"dobry"
"1898",1579000,111,"apartamentowiec","Stare Miasto",1200,5,"wysoki standard"
"1899",669000,36.27,"blok mieszkalny","Stare Miasto",787,2,"bardzo dobry"
"1900",1018543,77.9,"blok mieszkalny","Krzyki",800,4,"do wykończenia"
"1901",662665,40.47,"blok mieszkalny","Krzyki",500,2,"do wykończenia"
"1902",1950000,89,"blok mieszkalny","Swojczyce",900,3,"bardzo dobry"
"1903",668715,52.8,"blok mieszkalny","Księże",570,3,"do wykończenia"
"1904",826480,57.08,"blok mieszkalny","Kleczków",750,3,"do wykończenia"
"1905",1190000,81,"blok mieszkalny","Stare Miasto",1000,5,"dobry"
"1906",924520,63.76,"apartamentowiec","Grabiszyn",13,3,"do wykończenia"
"1907",730000,67.28,"blok mieszkalny","Lipa Piotrowska",680,3,"bardzo dobry"
"1908",729000,50.64,"blok mieszkalny","Krzyki",500,2,"do wykończenia"
"1909",628000,34,"apartamentowiec","Stare Miasto",350,2,"bardzo dobry"
"1910",875356,68.98,"blok mieszkalny","Krzyki",400,4,"deweloperski"
"1911",9e+05,63.84,"blok mieszkalny","Swojczyce",800,3,"bardzo dobry"
"1912",799000,55,"blok mieszkalny","Oporów",650,3,"dobry"
"1913",1550000,46,"apartamentowiec","Stare Miasto",880,2,"wysoki standard"
"1914",718615,62.2,"blok mieszkalny","Oporów",700,3,"do wykończenia"
"1915",719000,47.46,"blok mieszkalny","Różanka",663,2,"nowe wykończone"
"1916",1350000,55,"apartamentowiec","Przedmieście Oławskie",750,2,"wysoki standard"
"1917",551033,34.1,"blok mieszkalny","Stare Miasto",600,1,"do remontu"
"1918",599000,36.01,"blok mieszkalny","Sołtysowice",460,2,"bardzo dobry"
"1919",476661,40.81,"blok mieszkalny","Ołtaszyn",450,1,"do wykończenia"
"1920",599000,50.4,"kamienica","Ołbin",500,2,"nowe wykończone"
"1921",498000,27,"blok mieszkalny","Stare Miasto",450,1,"dobry"
"1922",625500,50.04,"blok mieszkalny","Księże",500,2,"do wykończenia"
"1923",620496,50.04,"blok mieszkalny","Księże",550,2,"do wykończenia"
"1924",565000,48.2,"apartamentowiec","Księże",500,2,"do wykończenia"
"1925",676650,53.34,"blok mieszkalny","Poświętne",550,3,"do wykończenia"
"1926",1e+06,33.44,"apartamentowiec","Nadodrze",600,1,"wysoki standard"
"1927",729000,57,"blok mieszkalny","Księże",600,3,"do wykończenia"
"1928",565523,48.3,"apartamentowiec","Księże",500,2,"do wykończenia"
"1929",675000,52,"apartamentowiec","Jagodno",550,4,"wysoki standard"
"1930",1933000,107.79,"apartamentowiec","Ołbin",600,5,"do wykończenia"
"1931",574000,47.9,"blok mieszkalny","Księże",700,3,"wysoki standard"
"1932",719000,64.4,"blok mieszkalny","Gądów",1026,3,"bardzo dobry"
"1933",878000,54,"blok mieszkalny","Szczepin",540,3,"do wykończenia"
"1934",850000,71.61,"kamienica","Plac Grunwaldzki",530,3,"dobry"
"1935",972000,91.32,"apartamentowiec","Partynice",1000,5,"deweloperski"
"1936",628900,43.83,"blok mieszkalny","Grabiszyn",300,3,"nowe wykończone"
"1937",701425,53.31,"blok mieszkalny","Klecina",600,2,"do wykończenia"
"1938",779000,74.7,"kamienica","Plac Grunwaldzki",600,2,"bardzo dobry"
"1939",7e+05,66,"blok mieszkalny","Grabiszyn",370,2,"wysoki standard"
"1940",655000,68.69,"blok mieszkalny","Maślice",550,3,"do wykończenia"
"1941",659000,56.09,"blok mieszkalny","Kuźniki",700,3,"wysoki standard"
"1942",673318,58.17,"blok mieszkalny","Ołtaszyn",670,3,"do wykończenia"
"1943",676290,56.6,"blok mieszkalny","Księże",550,3,"do wykończenia"
"1944",511815,27.48,"blok mieszkalny","Stare Miasto",274,1,"do wykończenia"
"1945",539000,47.17,"kamienica","Ołbin",600,2,"do remontu"
"1946",579037,45.79,"blok mieszkalny","Poświętne",550,2,"do wykończenia"
"1947",719000,58.13,"blok mieszkalny","Psie Pole",880,4,"do odświeżenia"
"1948",1124875,74.22,"blok mieszkalny","Krzyki",900,4,"do wykończenia"
"1949",949900,77,"apartamentowiec","Partynice",700,3,"-"
"1950",609000,52.9,"blok mieszkalny","Gajowice",500,3,"bardzo dobry"
"1951",840000,56,"apartamentowiec","Jagodno",500,3,"do wykończenia"
"1952",1250000,149.45,"rezydencja","Ołtaszyn",600,4,"deweloperski"
"1953",364296,28.24,"kamienica","Nadodrze",500,2,"dobry"
"1954",659000,48.02,"blok mieszkalny","Poświętne",500,2,"do wykończenia"
"1955",659000,49.8,"blok mieszkalny","Klecina",593,2,"nowe wykończone"
"1956",798000,50,"apartamentowiec","Krzyki",550,2,"bardzo dobry"
"1957",880000,65,"apartamentowiec","Stare Miasto",700,2,"bardzo dobry"
"1958",768750,49.57,"blok mieszkalny","Klecina",350,2,"do wykończenia"
"1959",1231000,67.9,"blok mieszkalny","Kleczków",680,4,"do wykończenia"
"1960",749840,41.2,"blok mieszkalny","Stare Miasto",400,1,"do wykończenia"
"1961",950000,60.99,"blok mieszkalny","Nadodrze",500,3,"bardzo dobry"
"1962",480000,54.82,"kamienica","Ołbin",338,2,"dobry"
"1963",804770,67.3,"blok mieszkalny","Księże",670,3,"do wykończenia"
"1964",684200,34.75,"apartamentowiec","Przedmieście Oławskie",550,1,"nowe wykończone"
"1965",818999,63.79,"blok mieszkalny","Sołtysowice",650,3,"do wykończenia"
"1966",544000,46,"blok mieszkalny","Kuźniki",450,2,"do odświeżenia"
"1967",580000,49.7,"blok mieszkalny","Karłowice",750,2,"do remontu"
"1968",589000,45.94,"blok mieszkalny","Żerniki",450,2,"bardzo dobry"
"1969",691530,26.7,"apartamentowiec","Przedmieście Oławskie",420,1,"wysoki standard"
"1970",714300,47.62,"apartamentowiec","Grabiszyn",13,2,"do wykończenia"
"1971",743000,62.18,"blok mieszkalny","Karłowice",900,3,"wysoki standard"
"1972",740000,61,"blok mieszkalny","Kozanów",950,3,"bardzo dobry"
"1973",499000,38,"blok mieszkalny","Krzyki",360,2,"do remontu"
"1974",595000,61.93,"blok mieszkalny","Krzyki",750,3,"do odświeżenia"
"1975",620000,47.4,"blok mieszkalny","Oporów",550,2,"do wykończenia"
"1976",1160000,101,"apartamentowiec","Lipa Piotrowska",500,3,"wysoki standard"
"1977",1100000,55.37,"blok mieszkalny","Kleczków",700,3,"bardzo dobry"
"1978",599999,45,"blok mieszkalny","Grabiszyn",700,3,"bardzo dobry"
"1979",539000,50,"kamienica","Karłowice",300,2,"do wykończenia"
"1980",740000,69.9,"kamienica","Karłowice",600,3,"bardzo dobry"
"1981",669000,63.62,"kamienica","Plac Grunwaldzki",387,3,"bardzo dobry"
"1982",625000,46.24,"kamienica","Plac Grunwaldzki",350,2,"bardzo dobry"
"1983",989000,91.1,"blok mieszkalny","Gądów",1500,4,"wysoki standard"
"1984",950000,49,"apartamentowiec","Ołbin",900,2,"dobry"
"1985",793200,33.05,"apartamentowiec","Stare Miasto",495,1,"do wykończenia"
"1986",499000,37.64,"kamienica","Nadodrze",400,2,"bardzo dobry"
"1987",597663,38.21,"blok mieszkalny","Partynice",460,2,"do wykończenia"
"1988",849000,63.23,"blok mieszkalny","Oporów",595,3,"bardzo dobry"
"1989",665280,55.44,"blok mieszkalny","Księże",400,3,"do wykończenia"
"1990",790000,53.74,"blok mieszkalny","Maślice",700,3,"wysoki standard"
"1991",723202,67.2,"blok mieszkalny","Krzyki",700,3,"deweloperski"
"1992",469998,48.4,"blok mieszkalny","Grabiszyn",600,2,"do remontu"
"1993",725000,28.5,"apartamentowiec","Stare Miasto",611,1,"bardzo dobry"
"1994",698999,48,"apartamentowiec","Jagodno",500,3,"wysoki standard"
"1995",1065550,72.35,"blok mieszkalny","Krzyki",760,4,"do wykończenia"
"1996",2026919,87.69,"apartamentowiec","Stare Miasto",900,4,"do wykończenia"
"1997",990900,58,"apartamentowiec","Tarnogaj",700,3,"bardzo dobry"
"1998",629000,45,"kamienica","Krzyki",260,2,"bardzo dobry"
"1999",629990,40.14,"apartamentowiec","Krzyki",300,2,"bardzo dobry"
"2000",1064759,51.02,"blok mieszkalny","Stare Miasto",600,3,"bardzo dobry"
"2001",508000,25.08,"blok mieszkalny","Plac Grunwaldzki",400,1,"do wykończenia"
"2002",1568238,89.15,"apartamentowiec","Kleczków",890,5,"do wykończenia"
"2003",694000,36.94,"blok mieszkalny","Stare Miasto",430,2,"nowe wykończone"
"2004",620496,50.04,"blok mieszkalny","Księże",500,2,"do wykończenia"
"2005",625000,57.1,"blok mieszkalny","Psie Pole",900,3,"nowe wykończone"
"2006",1199000,99.93,"apartamentowiec","Ołtaszyn",1320,4,"bardzo dobry"
"2007",999000,83.49,"kamienica","Ołbin",766,3,"nowe wykończone"
"2008",789000,56.13,"kamienica","Stare Miasto",900,2,"dobry"
"2009",1669000,100.99,"blok mieszkalny","Szczepin",400,4,"do wykończenia"
"2010",699000,67,"blok mieszkalny","Kuźniki",820,3,"wysoki standard"
"2011",789999,59.2,"blok mieszkalny","Sołtysowice",700,3,"do wykończenia"
"2012",558000,37.23,"blok mieszkalny","Przedmieście Oławskie",400,1,"wysoki standard"
"2013",1058661,82.07,"blok mieszkalny","Poświętne",800,4,"do wykończenia"
"2014",571705,52.45,"blok mieszkalny","Krzyki",400,2,"bardzo dobry"
"2015",885000,74,"kamienica","Stare Miasto",700,3,"bardzo dobry"
"2016",776400,55.47,"apartamentowiec","Gajowice",550,3,"wysoki standard"
"2017",624900,52.42,"kamienica","Plac Grunwaldzki",375,3,"do remontu"
"2018",739999,50.1,"blok mieszkalny","Ołtaszyn",750,3,"wysoki standard"
"2019",620000,40.43,"blok mieszkalny","Krzyki",550,2,"nowe wykończone"
"2020",1387550,91.3,"apartamentowiec","Klecina",900,5,"do wykończenia"
"2021",1117708,91.32,"blok mieszkalny","Krzyki",1000,5,"do wykończenia"
"2022",532400,38.8,"blok mieszkalny","Huby",400,2,"do wykończenia"
"2023",509000,40.8,"blok mieszkalny","Brochów",600,2,"dobry"
"2024",1290000,87,"kamienica","Stare Miasto",650,2,"bardzo dobry"
"2025",852910,50.92,"blok mieszkalny","Stare Miasto",600,2,"do wykończenia"
"2026",589404,33.43,"blok mieszkalny","Muchobór Mały",450,1,"do wykończenia"
"2027",428000,26.02,"blok mieszkalny","Grabiszyn",550,1,"wysoki standard"
"2028",1412000,92,"apartamentowiec","Stare Miasto",900,4,"bardzo dobry"
"2029",644880,34.54,"blok mieszkalny","Kleczków",450,2,"do wykończenia"
"2030",635000,50.67,"blok mieszkalny","Grabiszyn",805,2,"do odświeżenia"
"2031",612125,44.6,"blok mieszkalny","Księże",400,2,"do wykończenia"
"2032",575000,46.54,"blok mieszkalny","Gajowice",420,3,"dobry"
"2033",1990000,90,"kamienica","Stare Miasto",1000,3,"bardzo dobry"
"2034",784000,65.4,"blok mieszkalny","Jagodno",600,4,"bardzo dobry"
"2035",898999,62.65,"blok mieszkalny","Szczepin",700,3,"do wykończenia"
"2036",750000,44.82,"blok mieszkalny","Klecina",500,2,"wysoki standard"
"2037",1116146,97.48,"blok mieszkalny","Jagodno",970,5,"do wykończenia"
"2038",784900,64,"blok mieszkalny","Krzyki",850,4,"bardzo dobry"
"2039",573782,45.8,"blok mieszkalny","Księże",500,2,"do wykończenia"
"2040",1005680,38.68,"blok mieszkalny","Stare Miasto",340,2,"nowe wykończone"
"2041",640000,50.07,"blok mieszkalny","Krzyki",530,2,"bardzo dobry"
"2042",844000,52.92,"blok mieszkalny","Stare Miasto",642,2,"bardzo dobry"
