"","Price","Surface","Building_type","District","Rent","Number_of_rooms","Condition"
"735",699000,38,"blok mieszkalny","Grabiszyn",300,2,"nowe wykończone"
"736",745000,54.3,"blok mieszkalny","Krzyki",500,3,"bardzo dobry"
"737",723520,38.08,"blok mieszkalny","Stare Miasto",500,2,"do wykończenia"
"738",614000,43.02,"apartamentowiec","Brochów",520,2,"bardzo dobry"
"739",649000,47,"blok mieszkalny","Psie Pole",580,2,"bardzo dobry"
"740",858990,75.35,"blok mieszkalny","Maślice",400,4,"do wykończenia"
"741",668900,36.3,"blok mieszkalny","Stare Miasto",800,2,"-"
"742",980000,46.59,"apartamentowiec","Nadodrze",666,2,"bardzo dobry"
"743",434000,31,"blok mieszkalny","Nowy Dwór",350,1,"wysoki standard"
"744",980000,77,"kamienica","Przedmieście Oławskie",250,3,"bardzo dobry"
"745",859000,56.79,"blok mieszkalny","Szczepin",680,3,"do wykończenia"
"746",1458000,51.21,"apartamentowiec","Stare Miasto",840,2,"do wykończenia"
"747",569000,45.61,"blok mieszkalny","Biskupin",706,2,"do remontu"
"748",691530,26.7,"apartamentowiec","Krzyki",400,1,"wysoki standard"
"749",679000,48.18,"blok mieszkalny","Muchobór Wielki",450,3,"bardzo dobry"
"750",698000,64.9,"blok mieszkalny","Pilczyce",630,3,"bardzo dobry"
"751",1956250,107.74,"blok mieszkalny","Kleczków",1100,5,"do wykończenia"
"752",797375,64.5,"blok mieszkalny","Księże",690,3,"do wykończenia"
"753",1187000,47.48,"apartamentowiec","Stare Miasto",760,2,"do wykończenia"
"754",510000,37,"blok mieszkalny","Stare Miasto",750,2,"-"
"755",625000,28,"apartamentowiec","Przedmieście Oławskie",600,1,"wysoki standard"
"756",799000,74.7,"blok mieszkalny","Ołtaszyn",880,4,"do wykończenia"
"757",690000,82.55,"kamienica","Huby",700,3,"do odświeżenia"
"758",999000,88.42,"apartamentowiec","Wojszyce",980,4,"nowe wykończone"
"759",670000,44,"blok mieszkalny","Żerniki",700,2,"wysoki standard"
"760",633779,54.24,"blok mieszkalny","Krzyki",600,3,"do wykończenia"
"761",1047519,70.16,"blok mieszkalny","Ołbin",650,4,"do wykończenia"
"762",935000,64,"apartamentowiec","Tarnogaj",750,3,"wysoki standard"
"763",890040,74.69,"blok mieszkalny","Poświętne",600,3,"do wykończenia"
"764",662121,36.99,"apartamentowiec","Przedmieście Oławskie",400,1,"do wykończenia"
"765",750000,67.8,"kamienica","Gajowice",391,2,"bardzo dobry"
"766",791480,33.68,"apartamentowiec","Przedmieście Oławskie",640,1,"wysoki standard"
"767",1200000,56.7,"rezydencja","Krzyki",1200,2,"wysoki standard"
"768",970000,103,"blok mieszkalny","Klecina",860,3,"wysoki standard"
"769",1187225,91.34,"blok mieszkalny","Krzyki",990,5,"do wykończenia"
"770",605000,51.97,"blok mieszkalny","Poświętne",450,2,"do wykończenia"
"771",618000,52,"blok mieszkalny","Różanka",800,2,"bardzo dobry"
"772",569000,47.7,"blok mieszkalny","Psie Pole",700,2,"bardzo dobry"
"773",537044,51.4,"blok mieszkalny","Księże",600,2,"do wykończenia"
"774",1330000,75,"apartamentowiec","Krzyki",750,4,"wysoki standard"
"775",575000,55,"blok mieszkalny","Krzyki",850,3,"do odświeżenia"
"776",710000,60,"kamienica","Stare Miasto",600,4,"dobry"
"777",592000,52.39,"blok mieszkalny","Psie Pole",700,3,"do wykończenia"
"778",1100000,83.27,"blok mieszkalny","Partynice",500,3,"bardzo dobry"
"779",980000,77,"apartamentowiec","Partynice",700,3,"wysoki standard"
"780",606628,32.4,"blok mieszkalny","Stare Miasto",450,1,"do wykończenia"
"781",676128,70.43,"blok mieszkalny","Lipa Piotrowska",400,4,"do wykończenia"
"782",995050,85.2,"blok mieszkalny","Księże",850,5,"do wykończenia"
"783",497960,42.2,"blok mieszkalny","Lipa Piotrowska",500,2,"do wykończenia"
"784",899000,77.52,"blok mieszkalny","Maślice",600,4,"wysoki standard"
"785",665000,36.76,"apartamentowiec","Krzyki",600,2,"wysoki standard"
"786",659640,54.97,"blok mieszkalny","Maślice",400,3,"do wykończenia"
"787",882859,75.38,"blok mieszkalny","Poświętne",500,3,"do wykończenia"
"788",715000,53.34,"blok mieszkalny","Poświętne",550,3,"do wykończenia"
"789",543792,39.3,"blok mieszkalny","Krzyki",450,2,"do wykończenia"
"790",1040380,83.9,"blok mieszkalny","Księże",850,5,"do wykończenia"
"791",719000,46.56,"apartamentowiec","Grabiszyn",799,2,"bardzo dobry"
"792",730000,71.87,"kamienica","Ołbin",360,2,"do remontu"
"793",782687,60.44,"blok mieszkalny","Polanowice",300,3,"do wykończenia"
"794",750000,47.8,"blok mieszkalny","Poświętne",450,2,"wysoki standard"
"795",608661,56.6,"blok mieszkalny","Księże",550,3,"do wykończenia"
"796",550000,40.8,"blok mieszkalny","Szczepin",450,2,"wysoki standard"
"797",569000,51.4,"blok mieszkalny","Gądów",550,2,"nowe wykończone"
"798",6e+05,33.05,"blok mieszkalny","Żerniki",521,1,"bardzo dobry"
"799",609000,45.23,"blok mieszkalny","Krzyki",570,3,"bardzo dobry"
"800",746825,73.29,"blok mieszkalny","Jagodno",830,4,"do wykończenia"
"801",783730,62.2,"blok mieszkalny","Oporów",470,3,"do wykończenia"
"802",839875,46,"apartamentowiec","Stare Miasto",650,2,"-"
"803",490000,43.77,"apartamentowiec","Ołtaszyn",450,2,"do wykończenia"
"804",619000,45.39,"blok mieszkalny","Sołtysowice",500,2,"do wykończenia"
"805",660000,48.4,"blok mieszkalny","Księże",550,3,"do wykończenia"
"806",785000,62,"blok mieszkalny","Gaj",520,4,"-"
"807",585864,38.08,"blok mieszkalny","Krzyki",500,2,"nowe wykończone"
"808",592773,60.18,"blok mieszkalny","Lipa Piotrowska",700,3,"do wykończenia"
"809",679000,48.8,"blok mieszkalny","Huby",831,3,"do odświeżenia"
"810",539825,37.2,"blok mieszkalny","Księże",400,2,"do wykończenia"
"811",603350,54.9,"blok mieszkalny","Lipa Piotrowska",650,3,"do wykończenia"
"812",506125,37.02,"blok mieszkalny","Klecina",450,2,"do wykończenia"
"813",379000,26.57,"blok mieszkalny","Borek",560,1,"do remontu"
"814",698000,44.18,"apartamentowiec","Różanka",550,2,"wysoki standard"
"815",734557,71.4,"blok mieszkalny","Księże",800,4,"do wykończenia"
"816",726279,71.95,"blok mieszkalny","Maślice",800,4,"do wykończenia"
"817",575000,60.57,"kamienica","Ołbin",483,2,"do odświeżenia"
"818",599000,40.5,"apartamentowiec","Klecina",600,2,"wysoki standard"
"819",699500,71,"blok mieszkalny","Kozanów",1050,3,"wysoki standard"
"820",834750,48,"apartamentowiec","Stare Miasto",580,2,"bardzo dobry"
"821",740000,55.98,"blok mieszkalny","Krzyki",600,3,"do wykończenia"
"822",699000,59,"kamienica","Ołbin",494,3,"wysoki standard"
"823",618700,48,"blok mieszkalny","Krzyki",700,3,"wysoki standard"
"824",659000,46.85,"apartamentowiec","Partynice",655,2,"dobry"
"825",1050000,70.58,"blok mieszkalny","Grabiszyn",600,3,"do wykończenia"
"826",692022,52.47,"blok mieszkalny","Krzyki",600,3,"do wykończenia"
"827",950000,82.22,"dom wielorodzinny","Ołtaszyn",300,4,"deweloperski"
"828",1017000,92.47,"blok mieszkalny","Osobowice",800,5,"wysoki standard"
"829",1575000,53,"apartamentowiec","Szczepin",900,3,"wysoki standard"
"830",555000,49.4,"blok mieszkalny","Szczepin",780,3,"dobry"
"831",719000,60.4,"blok mieszkalny","Muchobór Wielki",700,3,"bardzo dobry"
"832",990100,53.43,"apartamentowiec","Stare Miasto",350,3,"do wykończenia"
"833",761999,54.24,"blok mieszkalny","Krzyki",550,3,"do wykończenia"
"834",715000,57.2,"blok mieszkalny","Borek",760,3,"nowe wykończone"
"835",518000,32.41,"blok mieszkalny","Partynice",400,2,"nowe wykończone"
"836",733000,54.24,"blok mieszkalny","Krzyki",600,3,"do wykończenia"
"837",639997,43,"blok mieszkalny","Krzyki",750,2,"bardzo dobry"
"838",748011,49.57,"blok mieszkalny","Klecina",500,2,"do wykończenia"
"839",498000,42.25,"blok mieszkalny","Lipa Piotrowska",460,2,"do wykończenia"
"840",1824000,107.73,"blok mieszkalny","Kleczków",1100,5,"do wykończenia"
"841",691530,26.7,"apartamentowiec","Przedmieście Oławskie",419,1,"wysoki standard"
"842",596700,48,"kamienica","Grabiszyn",300,2,"wysoki standard"
"843",690000,53,"blok mieszkalny","Grabiszyn",390,2,"wysoki standard"
"844",559000,37.4,"blok mieszkalny","Stare Miasto",500,2,"bardzo dobry"
"845",725000,63.5,"blok mieszkalny","Pilczyce",800,3,"wysoki standard"
"846",1055300,73.81,"apartamentowiec","Psie Pole",700,4,"bardzo dobry"
"847",1330000,101.65,"blok mieszkalny","Poświętne",1400,4,"nowe wykończone"
"848",692254,40.47,"blok mieszkalny","Klecina",400,2,"do wykończenia"
"849",610000,40.14,"apartamentowiec","Jagodno",290,2,"wysoki standard"
"850",690000,58.49,"kamienica","Tarnogaj",488,3,"bardzo dobry"
"851",599000,46.44,"blok mieszkalny","Stare Miasto",600,2,"bardzo dobry"
"852",499000,35,"apartamentowiec","Lipa Piotrowska",400,2,"wysoki standard"
"853",689000,60.89,"blok mieszkalny","Psie Pole",425,3,"bardzo dobry"
"854",591441,33.69,"blok mieszkalny","Kleczków",400,1,"do wykończenia"
"855",829000,60.3,"blok mieszkalny","Sołtysowice",700,3,"do wykończenia"
"856",514750,33.24,"blok mieszkalny","Klecina",340,2,"do wykończenia"
"857",554000,28,"apartamentowiec","Stare Miasto",400,1,"wysoki standard"
"858",995050,85.2,"apartamentowiec","Księże",850,5,"do wykończenia"
"859",619000,62,"kamienica","Huby",410,2,"bardzo dobry"
"860",671662,48.02,"blok mieszkalny","Poświętne",550,2,"do wykończenia"
"861",670000,47.18,"blok mieszkalny","Muchobór Wielki",450,2,"wysoki standard"
"862",717685,48.7,"apartamentowiec","Krzyki",584,2,"do wykończenia"
"863",520000,41,"blok mieszkalny","Powstańców Śląskich",430,2,"do odświeżenia"
"864",535200,42.51,"blok mieszkalny","Lipa Piotrowska",400,2,"do wykończenia"
"865",849900,61.74,"blok mieszkalny","Muchobór Wielki",600,3,"bardzo dobry"
"866",550000,46,"blok mieszkalny","Krzyki",600,3,"-"
"867",9e+05,94,"kamienica","Przedmieście Oławskie",250,3,"wysoki standard"
"868",707000,68,"blok mieszkalny","Krzyki",600,3,"do remontu"
"869",525000,36.18,"blok mieszkalny","Stare Miasto",550,2,"dobry"
"870",995000,69.64,"blok mieszkalny","Sołtysowice",800,4,"bardzo dobry"
"871",688940,53.2,"blok mieszkalny","Księże",700,3,"do wykończenia"
"872",880424,52.72,"apartamentowiec","Przedmieście Oławskie",520,3,"do wykończenia"
"873",2749000,105,"apartamentowiec","Krzyki",1400,4,"wysoki standard"
"874",702000,48.85,"blok mieszkalny","Krzyki",480,2,"do wykończenia"
"875",790000,60.52,"blok mieszkalny","Partynice",750,3,"dobry"
"876",1210000,70,"apartamentowiec","Tarnogaj",790,3,"wysoki standard"
"877",926900,71.3,"apartamentowiec","Ołbin",750,4,"do wykończenia"
"878",765000,72.3,"blok mieszkalny","Różanka",953,4,"bardzo dobry"
"879",668381,70.43,"blok mieszkalny","Lipa Piotrowska",400,4,"do wykończenia"
"880",791000,66,"dom wielorodzinny","Kozanów",1,2,"bardzo dobry"
"881",580000,54.49,"blok mieszkalny","Gaj",735,3,"do remontu"
"882",647000,29.31,"blok mieszkalny","Szczepin",500,2,"do wykończenia"
"883",538376,33.13,"blok mieszkalny","Klecina",400,2,"do wykończenia"
"884",798000,73.2,"blok mieszkalny","Maślice",770,3,"dobry"
"885",904750,38.5,"apartamentowiec","Stare Miasto",600,2,"do wykończenia"
"886",850000,70,"kamienica","Księże",1200,4,"wysoki standard"
"887",619000,58,"blok mieszkalny","Psie Pole",700,3,"nowe wykończone"
"888",1750000,128,"kamienica","Stare Miasto",700,3,"dobry"
"889",599000,52,"kamienica","Nowy Dwór",300,3,"dobry"
"890",995000,72.47,"blok mieszkalny","Krzyki",817,3,"wysoki standard"
"891",740000,45.3,"apartamentowiec","Krzyki",730,2,"bardzo dobry"
"892",839692,73.3,"blok mieszkalny","Księże",750,4,"do wykończenia"
"893",707577,40.47,"blok mieszkalny","Klecina",400,2,"do wykończenia"
"894",779000,53.89,"apartamentowiec","Sołtysowice",12,3,"deweloperski"
"895",490000,50.07,"kamienica","Nadodrze",200,2,"do odświeżenia"
"896",550000,50,"blok mieszkalny","Grabiszyn",500,2,"dobry"
"897",496490,41.4,"blok mieszkalny","Księże",500,2,"do wykończenia"
"898",1450000,75.48,"blok mieszkalny","Szczepin",930,3,"bardzo dobry"
"899",740575,55.98,"blok mieszkalny","Krzyki",550,3,"do wykończenia"
"900",565000,51.1,"blok mieszkalny","Powstańców Śląskich",600,2,"-"
"901",937945,86.05,"blok mieszkalny","Księże",900,3,"do wykończenia"
"902",625000,60,"kamienica","Brochów",430,3,"bardzo dobry"
"903",589000,54.94,"kamienica","Grabiszyn",238,3,"do odświeżenia"
"904",1351350,100.1,"apartamentowiec","Ołbin",1200,3,"do wykończenia"
"905",620000,44.23,"blok mieszkalny","Grabiszyn",600,3,"bardzo dobry"
"906",594600,26.34,"apartamentowiec","Huby",440,1,"bardzo dobry"
"907",863667,48.01,"blok mieszkalny","Stare Miasto",500,2,"bardzo dobry"
"908",661754,51.74,"blok mieszkalny","Brochów",320,3,"deweloperski"
"909",606202,47.2,"blok mieszkalny","Księże",550,3,"do wykończenia"
"910",630000,53.77,"blok mieszkalny","Gaj",568,2,"bardzo dobry"
"911",590000,49.74,"blok mieszkalny","Jagodno",510,2,"bardzo dobry"
"912",849000,80,"blok mieszkalny","Różanka",800,4,"bardzo dobry"
"913",995727,52.8,"blok mieszkalny","Kleczków",580,3,"do wykończenia"
"914",584654,25.63,"blok mieszkalny","Stare Miasto",500,1,"bardzo dobry"
"915",379113,25.79,"blok mieszkalny","Muchobór Mały",450,1,"do wykończenia"
"916",420000,26.38,"kamienica","Ołbin",260,1,"dobry"
"917",570363,35.75,"blok mieszkalny","Kleczków",450,1,"do wykończenia"
"918",1079000,84,"apartamentowiec","Stare Miasto",1000,4,"wysoki standard"
"919",689000,43.67,"apartamentowiec","Karłowice",500,3,"bardzo dobry"
"920",983060,37.81,"blok mieszkalny","Stare Miasto",350,1,"nowe wykończone"
"921",727000,48.85,"blok mieszkalny","Krzyki",480,2,"do wykończenia"
"922",710000,55.5,"apartamentowiec","Jagodno",930,2,"wysoki standard"
"923",1117754,91.33,"blok mieszkalny","Partynice",990,5,"do wykończenia"
"924",690000,57.9,"blok mieszkalny","Nadodrze",533,2,"dobry"
"925",770000,63,"blok mieszkalny","Gaj",750,3,"dobry"
"926",890000,82,"kamienica","Krzyki",912,3,"bardzo dobry"
"927",641425,41.5,"blok mieszkalny","Kleczków",500,1,"do wykończenia"
"928",755000,53.67,"blok mieszkalny","Wojszyce",678,2,"wysoki standard"
"929",499000,49.65,"kamienica","Gajowice",840,2,"dobry"
"930",649990,37.45,"blok mieszkalny","Jagodno",360,2,"bardzo dobry"
"931",680000,65,"blok mieszkalny","Gaj",700,4,"-"
"932",1150000,83.8,"blok mieszkalny","Gaj",1100,3,"bardzo dobry"
"933",539000,54,"blok mieszkalny","Psie Pole",850,3,"wysoki standard"
"934",596000,39.8,"blok mieszkalny","Szczepin",490,2,"bardzo dobry"
"935",619000,44.08,"blok mieszkalny","Sołtysowice",490,2,"do wykończenia"
"936",529000,45.61,"blok mieszkalny","Biskupin",515,2,"-"
"937",669999,48.9,"blok mieszkalny","Lipa Piotrowska",450,2,"wysoki standard"
"938",1490000,58.57,"apartamentowiec","Stare Miasto",760,3,"do wykończenia"
"939",519000,34,"blok mieszkalny","Krzyki",260,1,"wysoki standard"
"940",679000,50.1,"blok mieszkalny","Karłowice",650,2,"bardzo dobry"
"941",419400,34.95,"blok mieszkalny","Brochów",280,2,"bardzo dobry"
"942",655000,42.5,"blok mieszkalny","Wojszyce",440,2,"wysoki standard"
"943",599000,60.57,"kamienica","Grabiszyn",360,2,"do remontu"
"944",595000,49.44,"blok mieszkalny","Nowy Dwór",580,2,"dobry"
"945",478750,40,"apartamentowiec","Księże",480,2,"deweloperski"
"946",680000,45.96,"blok mieszkalny","Żerniki",650,2,"bardzo dobry"
"947",787000,62.93,"blok mieszkalny","Tarnogaj",800,3,"do odświeżenia"
"948",549850,38.21,"blok mieszkalny","Krzyki",450,2,"do wykończenia"
"949",880000,80.2,"blok mieszkalny","Muchobór Wielki",900,3,"bardzo dobry"
"950",846000,56.4,"apartamentowiec","Krzyki",560,3,"do wykończenia"
"951",694000,48.76,"blok mieszkalny","Sołtysowice",400,2,"do wykończenia"
"952",1225000,94.29,"blok mieszkalny","Klecina",960,3,"-"
"953",489000,58.42,"kamienica","Przedmieście Oławskie",330,2,"do remontu"
"954",662340,53.2,"blok mieszkalny","Oporów",600,3,"do wykończenia"
"955",938447,58.44,"apartamentowiec","Stare Miasto",750,3,"bardzo dobry"
"956",780000,48.7,"blok mieszkalny","Borek",500,2,"bardzo dobry"
"957",290763,19.58,"blok mieszkalny","Krzyki",300,1,"nowe wykończone"
"958",635000,51,"blok mieszkalny","Gądów",550,2,"dobry"
"959",680000,70.8,"blok mieszkalny","Kuźniki",800,4,"do remontu"
"960",760760,39.04,"blok mieszkalny","Stare Miasto",480,2,"bardzo dobry"
"961",1230000,56,"apartamentowiec","Stare Miasto",1100,2,"wysoki standard"
"962",811000,81.1,"blok mieszkalny","Maślice",742,3,"bardzo dobry"
"963",883200,74.69,"blok mieszkalny","Poświętne",730,3,"do wykończenia"
"964",899999,61,"kamienica","Kleczków",450,2,"bardzo dobry"
"965",595106,34.81,"blok mieszkalny","Kleczków",400,3,"do wykończenia"
"966",549000,35,"blok mieszkalny","Grabiszyn",600,2,"bardzo dobry"
"967",640000,40,"loft","Przedmieście Oławskie",670,1,"wysoki standard"
"968",1449000,115,"dom wolnostojący","Borek",900,3,"bardzo dobry"
"969",778000,40.32,"blok mieszkalny","Szczepin",550,2,"wysoki standard"
"970",768915,73.23,"blok mieszkalny","Księże",700,3,"do wykończenia"
"971",738110,47.62,"apartamentowiec","Grabiszyn",13,2,"do wykończenia"
"972",389000,26,"blok mieszkalny","Grabiszyn",430,1,"dobry"
"973",689000,38.61,"blok mieszkalny","Grabiszyn",650,2,"bardzo dobry"
"974",608661,56.5,"blok mieszkalny","Księże",600,3,"do wykończenia"
"975",1519000,100.99,"apartamentowiec","Szczepin",1000,4,"do wykończenia"
"976",798634,66.74,"blok mieszkalny","Krzyki",660,3,"do wykończenia"
"977",558450,37.2,"apartamentowiec","Stare Miasto",350,1,"bardzo dobry"
"978",790000,56.26,"kamienica","Ołbin",270,2,"bardzo dobry"
"979",579000,40.14,"apartamentowiec","Sołtysowice",450,2,"dobry"
"980",598592,54.24,"blok mieszkalny","Krzyki",500,3,"do wykończenia"
"981",1063754,55.99,"apartamentowiec","Krzyki",890,2,"bardzo dobry"
"982",866000,87,"blok mieszkalny","Gaj",550,3,"bardzo dobry"
"983",2252500,132.5,"apartamentowiec","Stare Miasto",1500,4,"wysoki standard"
"984",549000,38.4,"blok mieszkalny","Swojczyce",600,2,"-"
"985",650000,54,"blok mieszkalny","Huby",800,3,"do remontu"
"986",809469,50.91,"blok mieszkalny","Stare Miasto",550,2,"do wykończenia"
"987",764999,74.69,"blok mieszkalny","Poświętne",500,3,"do wykończenia"
"988",835000,66.77,"kamienica","Szczepin",600,3,"do odświeżenia"
"989",729157,46.03,"blok mieszkalny","Stare Miasto",600,2,"bardzo dobry"
"990",769000,65,"blok mieszkalny","Kozanów",840,3,"wysoki standard"
"991",1385257,81.1,"blok mieszkalny","Kleczków",900,4,"do wykończenia"
"992",694000,48.76,"blok mieszkalny","Sołtysowice",400,3,"do wykończenia"
"993",999000,86,"apartamentowiec","Stare Miasto",620,4,"wysoki standard"
"994",511815,27.5,"blok mieszkalny","Stare Miasto",600,1,"do wykończenia"
"995",629795,40.18,"blok mieszkalny","Kleczków",450,1,"do wykończenia"
"996",918000,34.62,"apartamentowiec","Stare Miasto",500,1,"do wykończenia"
"997",650000,48,"blok mieszkalny","Huby",900,2,"wysoki standard"
"998",885000,72,"dom wielorodzinny","Jagodno",405,3,"bardzo dobry"
"999",1321000,100.1,"blok mieszkalny","Ołbin",800,3,"do wykończenia"
"1000",899000,56.42,"blok mieszkalny","Krzyki",621,3,"wysoki standard"
"1001",580000,51.6,"blok mieszkalny","Nowy Dwór",715,2,"bardzo dobry"
"1002",756007,73.47,"blok mieszkalny","Jagodno",876,4,"do wykończenia"
"1003",619395,38.2,"blok mieszkalny","Kleczków",450,2,"do wykończenia"
"1004",703595,70.43,"blok mieszkalny","Lipa Piotrowska",650,4,"do wykończenia"
"1005",569000,49.15,"kamienica","Kowale",400,2,"dobry"
"1006",499000,35,"blok mieszkalny","Kozanów",480,2,"wysoki standard"
"1007",1550895,84.06,"apartamentowiec","Kleczków",840,4,"do wykończenia"
"1008",430000,30,"blok mieszkalny","Biskupin",350,1,"-"
"1009",499900,49.43,"kamienica","Ołbin",700,1,"-"
"1010",587000,38.5,"blok mieszkalny","Krzyki",550,2,"nowe wykończone"
"1011",749000,63,"apartamentowiec","Partynice",750,3,"wysoki standard"
"1012",544900,34.1,"blok mieszkalny","Jagodno",500,2,"bardzo dobry"
"1013",749000,85.82,"blok mieszkalny","Ołtaszyn",950,3,"nowe wykończone"
"1014",690000,58.3,"blok mieszkalny","Tarnogaj",400,3,"do wykończenia"
"1015",649000,54.76,"blok mieszkalny","Muchobór Wielki",850,2,"bardzo dobry"
"1016",730800,68.5,"blok mieszkalny","Psie Pole",700,3,"do wykończenia"
"1017",718625,52.3,"blok mieszkalny","Krzyki",650,3,"do wykończenia"
"1018",1050000,80,"kamienica","Ołbin",500,4,"bardzo dobry"
"1019",695020,47.12,"blok mieszkalny","Krzyki",400,2,"bardzo dobry"
"1020",512911,41.5,"blok mieszkalny","Księże",500,2,"do wykończenia"
"1021",718999,64.4,"blok mieszkalny","Gądów",1020,3,"wysoki standard"
"1022",428999,48.06,"kamienica","Ołbin",380,2,"dobry"
"1023",777700,61.6,"blok mieszkalny","Księże",700,3,"do wykończenia"
"1024",899000,100,"kamienica","Powstańców Śląskich",850,4,"bardzo dobry"
"1025",545000,39,"blok mieszkalny","Krzyki",600,2,"do odświeżenia"
"1026",655000,76,"kamienica","Psie Pole",700,4,"bardzo dobry"
"1027",689590,62.69,"kamienica","Ołbin",470,2,"bardzo dobry"
"1028",920000,74.04,"kamienica","Borek",1070,3,"bardzo dobry"
"1029",2119000,234.33,"kamienica","Ołbin",1200,7,"do remontu"
"1030",783730,62.2,"blok mieszkalny","Oporów",470,3,"do wykończenia"
"1031",846662,48.94,"apartamentowiec","Przedmieście Oławskie",450,2,"do wykończenia"
"1032",601600,60.16,"blok mieszkalny","Lipa Piotrowska",500,3,"do wykończenia"
"1033",735000,50.97,"blok mieszkalny","Oporów",800,3,"bardzo dobry"
"1034",780000,69.1,"blok mieszkalny","Nowy Dwór",1100,3,"bardzo dobry"
"1035",498585,27,"blok mieszkalny","Krzyki",400,1,"wysoki standard"
"1036",949990,91.62,"blok mieszkalny","Muchobór Wielki",800,4,"wysoki standard"
"1037",419000,32.72,"kamienica","Ołbin",200,1,"do remontu"
"1038",579000,48,"blok mieszkalny","Huby",530,3,"dobry"
"1039",780000,46,"kamienica","Nadodrze",800,4,"bardzo dobry"
"1040",1115900,93,"kamienica","Krzyki",480,4,"dobry"
"1041",8e+05,60.58,"dom wielorodzinny","Muchobór Wielki",670,3,"bardzo dobry"
"1042",646668,62.48,"blok mieszkalny","Lipa Piotrowska",650,3,"do wykończenia"
"1043",1058650,82.07,"blok mieszkalny","Poświętne",600,4,"do wykończenia"
"1044",493010,26.06,"blok mieszkalny","Stare Miasto",350,1,"bardzo dobry"
"1045",447000,32,"blok mieszkalny","Borek",450,1,"wysoki standard"
"1046",790020,83.16,"blok mieszkalny","Jagodno",500,4,"do wykończenia"
"1047",935000,62.48,"blok mieszkalny","Stare Miasto",960,2,"dobry"
"1048",635000,48.27,"blok mieszkalny","Maślice",471,3,"bardzo dobry"
"1049",609000,32.68,"blok mieszkalny","Plac Grunwaldzki",420,1,"do wykończenia"
"1050",670000,48,"apartamentowiec","Polanowice",550,2,"wysoki standard"
"1051",935000,60.5,"apartamentowiec","Kleczków",630,3,"wysoki standard"
"1052",790000,65.46,"apartamentowiec","Lipa Piotrowska",800,3,"wysoki standard"
"1053",999999,79.12,"blok mieszkalny","Jagodno",950,4,"dobry"
"1054",750000,51,"apartamentowiec","Huby",820,3,"bardzo dobry"
"1055",555000,46,"blok mieszkalny","Grabiszyn",600,2,"-"
"1056",855000,68.58,"apartamentowiec","Kleczków",700,3,"do wykończenia"
"1057",580000,63,"blok mieszkalny","Psie Pole",750,3,"do odświeżenia"
"1058",875000,51.82,"blok mieszkalny","Grabiszyn",600,3,"bardzo dobry"
"1059",640000,38.24,"apartamentowiec","Muchobór Mały",550,2,"nowe wykończone"
"1060",699902,84.21,"kamienica","Ołbin",520,3,"dobry"
"1061",608661,56.6,"blok mieszkalny","Księże",560,3,"do wykończenia"
"1062",749900,69.97,"kamienica","Grabiszyn",312,3,"do remontu"
"1063",485000,37.79,"apartamentowiec","Huby",450,2,"do wykończenia"
"1064",769000,67,"apartamentowiec","Lipa Piotrowska",750,3,"wysoki standard"
"1065",930000,62.26,"apartamentowiec","Swojczyce",690,3,"wysoki standard"
"1066",1349000,78,"apartamentowiec","Kleczków",1000,4,"bardzo dobry"
"1067",949999,71.13,"apartamentowiec","Krzyki",600,3,"bardzo dobry"
"1068",609000,47.8,"blok mieszkalny","Oporów",700,3,"do wykończenia"
"1069",751725,52.1,"blok mieszkalny","Krzyki",530,3,"bardzo dobry"
"1070",520000,42.8,"blok mieszkalny","Krzyki",600,2,"-"
"1071",559000,47,"blok mieszkalny","Pilczyce",500,2,"bardzo dobry"
"1072",520000,46.48,"blok mieszkalny","Powstańców Śląskich",700,3,"do remontu"
"1073",768000,48.85,"blok mieszkalny","Krzyki",480,2,"do wykończenia"
"1074",631000,58.5,"blok mieszkalny","Gaj",600,2,"dobry"
"1075",825000,72,"blok mieszkalny","Gaj",750,3,"nowe wykończone"
"1076",599000,57.45,"blok mieszkalny","Huby",750,3,"do remontu"
"1077",399000,32,"kamienica","Ołbin",499,1,"dobry"
"1078",616119,36.39,"blok mieszkalny","Muchobór Mały",450,1,"do wykończenia"
"1079",587235,39.26,"blok mieszkalny","Krzyki",550,2,"do wykończenia"
"1080",990100,72.42,"blok mieszkalny","Krzyki",800,4,"do wykończenia"
"1081",868000,55.86,"blok mieszkalny","Klecina",600,3,"do wykończenia"
"1082",1150000,75.2,"blok mieszkalny","Gaj",600,3,"bardzo dobry"
"1083",399900,33.36,"blok mieszkalny","Muchobór Mały",450,2,"do wykończenia"
"1084",625000,52,"blok mieszkalny","Krzyki",500,2,"wysoki standard"
"1085",1640520,66.96,"apartamentowiec","Stare Miasto",900,2,"do wykończenia"
"1086",669000,63,"blok mieszkalny","Pawłowice",335,3,"do odświeżenia"
"1087",540000,58.01,"blok mieszkalny","Krzyki",1030,2,"dobry"
"1088",1100000,113,"dom wielorodzinny","Leśnica",480,3,"dobry"
"1089",1273000,51,"apartamentowiec","Krzyki",600,2,"wysoki standard"
"1090",820000,57.43,"kamienica","Stare Miasto",500,2,"bardzo dobry"
"1091",835000,68,"blok mieszkalny","Krzyki",540,3,"bardzo dobry"
"1092",619000,43,"blok mieszkalny","Jagodno",550,2,"bardzo dobry"
"1093",799598,40.2,"blok mieszkalny","Stare Miasto",500,2,"bardzo dobry"
